"","Supervisor.PI","Sex","Population","Line","Mean","SD","Median","Min","Max","SE","CV","Mode"
"15","Onder","F","AK","AK4",2806.84615503333,72.5710935823828,2806.857028,2661.69532,2950.918645,13.2496083259632,0.0258550307262996,2943.29826
"16","Onder","F","AK","AK5",2707.48230033333,73.0713297420475,2713.194834,2538.22775,2834.866398,13.3409385355392,0.0269886638716165,2712.538386
"17","Onder","F","AK","AK6",2905.41317063333,68.9362095470381,2904.684823,2762.532769,3047.924758,12.5859723326052,0.0237268180112266,2948.090538
"18","Onder","F","AK","AK7",2840.05583756667,79.2978475461111,2825.316337,2698.674968,2979.385527,14.4777399542036,0.0279212283424867,2852.403813
"19","Onder","F","AK","AK8",2863.2015024,52.7690623072233,2869.935077,2762.770952,2967.996066,9.6342685880206,0.018430090324761,2882.035934
"20","Onder","F","AK","AK9",2763.6421893,60.2059870331398,2771.285783,2625.562355,2863.513775,10.9920590649714,0.0217850151753506,2751.516769
"21","Onder","F","GI","GI1",2869.6969641,80.4158085720844,2882.252877,2714.452116,3035.722816,14.681850778316,0.0280224043089179,2819.373259
"22","Onder","F","GI","GI10",2921.30356283333,77.528698516972,2932.927401,2642.181382,3054.056601,14.1547390105876,0.0265390764257919,2888.355678
"23","Onder","F","GI","GI11",2842.72005196667,89.0410963680161,2853.7926855,2631.4665,2999.360178,16.2566056752512,0.0313224991347337,2911.164226
"24","Onder","F","GI","GI12",2719.2667098,96.1510081660958,2742.300417,2501.550039,2865.663047,17.5546920331447,0.0353591679034557,2589.687946
