Supervisor.PI,Diet,Batch,Population,Line,Sex,ReplicateVialOld,ReplicateVial,Individual,TL_micrometers,Country,Latitude,Longitude,Altitude
Ritchie,S,2,AK,AK1,M,1,Ritchie_2_AK1_1,263,845,Finland,61.1,23.52,88
Ritchie,S,9,GI,GI3,M,1,Ritchie_9_GI3_1,185,845,Spain,41.618,0.62,173
Ritchie,S,12,GI,GI4,M,2,Ritchie_12_GI4_2,1016,845,Spain,41.618,0.62,173
Ritchie,S,15,GI,GI5,M,3,Ritchie_15_GI5_3,1114,845,Spain,41.618,0.62,173
Ritchie,S,1,KA,KA1,F,1,Ritchie_1_KA1_1,1135,845,Denmark,55.945,10.213,15
Ritchie,S,4,MA,MA5,M,3,Ritchie_4_MA5_3,1692,845,Austria,48.375,15.56,572
Ritchie,S,3,MU,MU1,M,3,Ritchie_3_MU1_3,2023,845,Germany,48.18,11.61,520
Ritchie,S,4,MU,MU2,M,2,Ritchie_4_MU2_2,2077,845,Germany,48.18,11.61,520
Posnien,S,1,VA,VA48,M,1,Posnien_1_VA48_1,2,844.964,Russia,57.979,33.244,217
Posnien,S,1,YE,YE14,M,1,Posnien_1_YE14_1,9,844.336,Turkey,40.231,32.26,680
Posnien,S,1,GI,GI10,M,1,Posnien_1_GI10_1,3,844.199,Spain,41.618,0.62,173
Posnien,S,1,KA,KA6,M,1,Posnien_1_KA6_1,1,844.026,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA14,M,1,Kozeretska_2_KA14_1,8,844,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA14,F,1,Kozeretska_2_KA14_1,6,844,Denmark,55.945,10.213,15
Ritchie,S,6,AK,AK2,M,3,Ritchie_6_AK2_3,398,844,Finland,61.1,23.52,88
Ritchie,S,12,AK,AK4,M,1,Ritchie_12_AK4_1,905,844,Finland,61.1,23.52,88
Ritchie,S,2,GI,GI1,F,1,Ritchie_2_GI1_1,13,844,Spain,41.618,0.62,173
Ritchie,S,6,GI,GI2,M,1,Ritchie_6_GI2_1,100,844,Spain,41.618,0.62,173
Ritchie,S,6,GI,GI2,M,1,Ritchie_6_GI2_1,110,844,Spain,41.618,0.62,173
Ritchie,S,9,GI,GI3,M,3,Ritchie_9_GI3_3,238,844,Spain,41.618,0.62,173
Ritchie,S,12,GI,GI4,M,2,Ritchie_12_GI4_2,1014,844,Spain,41.618,0.62,173
Ritchie,S,4,KA,KA2,M,2,Ritchie_4_KA2_2,1255,844,Denmark,55.945,10.213,15
Ritchie,S,13,KA,KA6,M,2,Ritchie_13_KA6_2,1505,844,Denmark,55.945,10.213,15
Ritchie,S,13,MA,MA9,M,2,Ritchie_13_MA9_2,1909,844,Austria,48.375,15.56,572
Ritchie,S,4,MU,MU2,M,2,Ritchie_4_MU2_2,2085,844,Germany,48.18,11.61,520
Ritchie,S,9,YE,YE14,M,2,Ritchie_9_YE14_2,701,844,Turkey,40.231,32.26,680
Posnien,S,1,RE,RE18,M,1,Posnien_1_RE18_1,6,843.087,Portugal,41.15,-8.41,175
Kozeretska,NS,2,MU,MU1,F,1,Kozeretska_2_MU1_1,17,843,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU2,M,1,Kozeretska_2_MU2_1,1,843,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU2,M,1,Kozeretska_2_MU2_1,12,843,Germany,48.18,11.61,520
Kozeretska,NS,2,AK,AK1,M,1,Kozeretska_2_AK1_1,6,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK4,M,1,Kozeretska_1_AK4_1,15,843,Finland,61.1,23.52,88
Kozeretska,NS,2,MU,MU9,F,1,Kozeretska_2_MU9_1,1,843,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU13,M,1,Kozeretska_1_MU13_1,4,843,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU13,F,1,Kozeretska_2_MU13_1,5,843,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU6,M,1,Kozeretska_1_MU6_1,9,843,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU18,M,1,Kozeretska_1_MU18_1,3,843,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU18,M,1,Kozeretska_1_MU18_1,14,843,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU18,M,1,Kozeretska_2_MU18_1,7,843,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU18,M,1,Kozeretska_2_MU18_1,19,843,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU15,M,1,Kozeretska_2_MU15_1,2,843,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU7,M,1,Kozeretska_1_MU7_1,7,843,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU16,M,1,Kozeretska_1_MU16_1,12,843,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU3,M,1,Kozeretska_2_MU3_1,5,843,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU17,M,1,Kozeretska_2_MU17_1,14,843,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU20,M,1,Kozeretska_1_MU20_1,14,843,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU14,M,1,Kozeretska_1_MU14_1,19,843,Germany,48.18,11.61,520
Kozeretska,NS,2,MU,MU14,M,1,Kozeretska_2_MU14_1,16,843,Germany,48.18,11.61,520
Kozeretska,NS,1,MU,MU5,M,1,Kozeretska_1_MU5_1,20,843,Germany,48.18,11.61,520
Kozeretska,NS,1,AK,AK8,M,1,Kozeretska_1_AK8_1,16,843,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK8,M,1,Kozeretska_2_AK8_1,15,843,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK16,M,1,Kozeretska_2_AK16_1,5,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK16,F,1,Kozeretska_1_AK16_1,10,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK10,M,1,Kozeretska_1_AK10_1,13,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK7,M,1,Kozeretska_1_AK7_1,11,843,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK7,M,1,Kozeretska_2_AK7_1,11,843,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK12,M,1,Kozeretska_2_AK12_1,10,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK17,M,1,Kozeretska_1_AK17_1,8,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK17,M,1,Kozeretska_1_AK17_1,12,843,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK17,M,1,Kozeretska_2_AK17_1,5,843,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK17,M,1,Kozeretska_2_AK17_1,7,843,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK20,M,1,Kozeretska_2_AK20_1,10,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK20,F,1,Kozeretska_1_AK20_1,10,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK5,M,1,Kozeretska_1_AK5_1,20,843,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK5,M,1,Kozeretska_2_AK5_1,15,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK9,M,1,Kozeretska_1_AK9_1,16,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK3,M,1,Kozeretska_1_AK3_1,4,843,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK3,M,1,Kozeretska_2_AK3_1,20,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK9,M,1,Kozeretska_1_AK9_1,18,843,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK9,M,1,Kozeretska_2_AK9_1,13,843,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK9,M,1,Kozeretska_2_AK9_1,19,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK9,F,1,Kozeretska_1_AK9_1,2,843,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK9,F,1,Kozeretska_2_AK9_1,14,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK14,M,1,Kozeretska_1_AK14_1,15,843,Finland,61.1,23.52,88
Kozeretska,NS,2,AK,AK14,M,1,Kozeretska_2_AK14_1,16,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK6,F,1,Kozeretska_1_AK6_1,9,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK6,F,1,Kozeretska_1_AK6_1,12,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK15,M,1,Kozeretska_1_AK15_1,4,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK15,M,1,Kozeretska_1_AK15_1,7,843,Finland,61.1,23.52,88
Kozeretska,NS,1,AK,AK21,M,1,Kozeretska_1_AK21_1,13,843,Finland,61.1,23.52,88
Kozeretska,NS,1,GI,GI14,M,1,Kozeretska_1_GI14_1,4,843,Spain,41.618,0.62,173
Kozeretska,NS,2,GI,GI14,M,1,Kozeretska_2_GI14_1,16,843,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI14,F,1,Kozeretska_1_GI14_1,6,843,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI8,M,1,Kozeretska_1_GI8_1,6,843,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI8,M,1,Kozeretska_1_GI8_1,10,843,Spain,41.618,0.62,173
Kozeretska,NS,2,GI,GI8,M,1,Kozeretska_2_GI8_1,19,843,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI8,F,1,Kozeretska_1_GI8_1,16,843,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI9,M,1,Kozeretska_1_GI9_1,4,843,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI9,M,1,Kozeretska_1_GI9_1,20,843,Spain,41.618,0.62,173
Kozeretska,NS,1,GI,GI11,M,1,Kozeretska_1_GI11_1,12,843,Spain,41.618,0.62,173
Kozeretska,NS,2,GI,GI11,M,1,Kozeretska_2_GI11_1,18,843,Spain,41.618,0.62,173
Kozeretska,NS,1,MA,MA20,M,1,Kozeretska_1_MA20_1,12,843,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA21,M,1,Kozeretska_2_MA21_1,11,843,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA21,F,1,Kozeretska_1_MA21_1,6,843,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA16,M,1,Kozeretska_1_MA16_1,13,843,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA30,M,1,Kozeretska_2_MA30_1,1,843,Austria,48.375,15.56,572
Kozeretska,NS,2,MA,MA30,M,1,Kozeretska_2_MA30_1,8,843,Austria,48.375,15.56,572
Kozeretska,NS,2,UM,UM20,F,1,Kozeretska_2_UM20_1,18,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM21,M,1,Kozeretska_1_UM21_1,2,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM21,M,1,Kozeretska_1_UM21_1,9,843,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM21,M,1,Kozeretska_2_UM21_1,16,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM21,F,1,Kozeretska_1_UM21_1,6,843,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM7,M,1,Kozeretska_2_UM7_1,2,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM7,F,1,Kozeretska_1_UM7_1,19,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM13,M,1,Kozeretska_1_UM13_1,6,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM13,M,1,Kozeretska_1_UM13_1,17,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM13,F,1,Kozeretska_1_UM13_1,17,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM2,M,1,Kozeretska_1_UM2_1,6,843,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM2,M,1,Kozeretska_2_UM2_1,5,843,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM4,M,1,Kozeretska_2_UM4_1,4,843,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM9,M,1,Kozeretska_2_UM9_1,4,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM9,F,1,Kozeretska_1_UM9_1,12,843,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM9,F,1,Kozeretska_2_UM9_1,11,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM18,M,1,Kozeretska_1_UM18_1,10,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM23,M,1,Kozeretska_1_UM23_1,1,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM23,M,1,Kozeretska_1_UM23_1,8,843,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM23,M,1,Kozeretska_2_UM23_1,2,843,Ukraine,48.753,30.206,214
Kozeretska,NS,2,UM,UM23,M,1,Kozeretska_2_UM23_1,16,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM26,M,1,Kozeretska_1_UM26_1,11,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM26,M,1,Kozeretska_1_UM26_1,15,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,UM,UM29,M,1,Kozeretska_1_UM29_1,1,843,Ukraine,48.753,30.206,214
Kozeretska,NS,1,KA,KA15,M,1,Kozeretska_1_KA15_1,7,843,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA13,F,1,Kozeretska_2_KA13_1,7,843,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA13,F,1,Kozeretska_2_KA13_1,19,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA7,F,1,Kozeretska_1_KA7_1,4,843,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA7,F,1,Kozeretska_2_KA7_1,18,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA17,M,1,Kozeretska_1_KA17_1,9,843,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA17,M,1,Kozeretska_2_KA17_1,2,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA17,F,1,Kozeretska_1_KA17_1,12,843,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA17,F,1,Kozeretska_2_KA17_1,12,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA10,M,1,Kozeretska_1_KA10_1,1,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA2,M,1,Kozeretska_1_KA2_1,14,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA14,M,1,Kozeretska_1_KA14_1,10,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA14,M,1,Kozeretska_1_KA14_1,15,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA14,F,1,Kozeretska_1_KA14_1,11,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA18,M,1,Kozeretska_1_KA18_1,4,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA18,M,1,Kozeretska_1_KA18_1,6,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA18,M,1,Kozeretska_1_KA18_1,10,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,VA,VA6,M,1,Kozeretska_1_VA6_1,9,843,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA9,M,1,Kozeretska_2_VA9_1,3,843,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA9,F,1,Kozeretska_2_VA9_1,5,843,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA9,F,1,Kozeretska_2_VA9_1,14,843,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA66,M,1,Kozeretska_1_VA66_1,14,843,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA66,M,1,Kozeretska_2_VA66_1,16,843,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA66,F,1,Kozeretska_1_VA66_1,18,843,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA22,M,1,Kozeretska_1_VA22_1,2,843,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA22,M,1,Kozeretska_2_VA22_1,12,843,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA22,M,1,Kozeretska_2_VA22_1,19,843,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA26,M,1,Kozeretska_1_VA26_1,5,843,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA26,M,1,Kozeretska_2_VA26_1,3,843,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA26,M,1,Kozeretska_2_VA26_1,11,843,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA26,F,1,Kozeretska_2_VA26_1,9,843,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA11,M,1,Kozeretska_1_VA11_1,5,843,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA18,M,1,Kozeretska_1_VA18_1,4,843,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA30,M,1,Kozeretska_1_VA30_1,10,843,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA30,M,1,Kozeretska_1_VA30_1,14,843,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA35,M,1,Kozeretska_2_VA35_1,16,843,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA57,M,1,Kozeretska_2_VA57_1,7,843,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA67,M,1,Kozeretska_1_VA67_1,20,843,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA67,M,1,Kozeretska_2_VA67_1,6,843,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA67,M,1,Kozeretska_2_VA67_1,11,843,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA71,M,1,Kozeretska_2_VA71_1,2,843,Russia,57.979,33.244,217
Kozeretska,NS,2,VA,VA71,M,1,Kozeretska_2_VA71_1,19,843,Russia,57.979,33.244,217
Kozeretska,NS,1,VA,VA55,F,1,Kozeretska_1_VA55_1,12,843,Russia,57.979,33.244,217
Kozeretska,NS,1,YE,YE49,M,1,Kozeretska_1_YE49_1,16,843,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE49,M,1,Kozeretska_2_YE49_1,20,843,Turkey,40.231,32.26,680
Kozeretska,NS,2,GI,GI2,F,1,Kozeretska_2_GI2_1,4,843,Spain,41.618,0.62,173
Kozeretska,NS,2,YE,YE22,M,1,Kozeretska_2_YE22_1,13,843,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE22,M,1,Kozeretska_2_YE22_1,18,843,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE26,M,1,Kozeretska_1_YE26_1,5,843,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE27,M,1,Kozeretska_2_YE27_1,3,843,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE48,M,1,Kozeretska_1_YE48_1,10,843,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE48,M,1,Kozeretska_1_YE48_1,14,843,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE80,M,1,Kozeretska_2_YE80_1,4,843,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE80,M,1,Kozeretska_2_YE80_1,19,843,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE20,M,1,Kozeretska_1_YE20_1,3,843,Turkey,40.231,32.26,680
Kozeretska,NS,1,RE,RE13,M,1,Kozeretska_1_RE13_1,8,843,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE13,M,1,Kozeretska_1_RE13_1,13,843,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE13,M,1,Kozeretska_1_RE13_1,14,843,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE13,M,1,Kozeretska_2_RE13_1,7,843,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE13,M,1,Kozeretska_2_RE13_1,8,843,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE13,M,1,Kozeretska_2_RE13_1,13,843,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE2,M,1,Kozeretska_1_RE2_1,18,843,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE2,M,1,Kozeretska_2_RE2_1,13,843,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE15,M,1,Kozeretska_1_RE15_1,5,843,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE15,M,1,Kozeretska_2_RE15_1,9,843,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE15,M,1,Kozeretska_2_RE15_1,11,843,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE16,M,1,Kozeretska_2_RE16_1,19,843,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE11,M,1,Kozeretska_1_RE11_1,3,843,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE3,M,1,Kozeretska_1_RE3_1,2,843,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE1,M,1,Kozeretska_2_RE1_1,6,843,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE7,M,1,Kozeretska_1_RE7_1,11,843,Portugal,41.15,-8.41,175
Kozeretska,NS,1,RE,RE7,M,1,Kozeretska_1_RE7_1,13,843,Portugal,41.15,-8.41,175
Kozeretska,NS,2,RE,RE10,F,1,Kozeretska_2_RE10_1,7,843,Portugal,41.15,-8.41,175
Kozeretska,NS,1,GI,GI3,M,1,Kozeretska_1_GI3_1,17,843,Spain,41.618,0.62,173
Kozeretska,NS,2,MA,MA3,M,1,Kozeretska_2_MA3_1,8,843,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA3,F,1,Kozeretska_1_MA3_1,5,843,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA9,M,1,Kozeretska_1_MA9_1,6,843,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA6,M,1,Kozeretska_1_MA6_1,17,843,Austria,48.375,15.56,572
Kozeretska,NS,1,MA,MA5,M,1,Kozeretska_1_MA5_1,9,843,Austria,48.375,15.56,572
Kozeretska,NS,2,KA,KA5,M,1,Kozeretska_2_KA5_1,2,843,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA5,M,1,Kozeretska_2_KA5_1,3,843,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA5,M,1,Kozeretska_2_KA5_1,13,843,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA5,F,1,Kozeretska_2_KA5_1,13,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA3,M,1,Kozeretska_1_KA3_1,2,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA3,M,1,Kozeretska_1_KA3_1,13,843,Denmark,55.945,10.213,15
Kozeretska,NS,2,KA,KA3,M,1,Kozeretska_2_KA3_1,11,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA3,F,1,Kozeretska_1_KA3_1,1,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA1,M,1,Kozeretska_1_KA1_1,8,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA1,F,1,Kozeretska_1_KA1_1,3,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA1,F,1,Kozeretska_1_KA1_1,4,843,Denmark,55.945,10.213,15
Kozeretska,NS,1,KA,KA1,F,1,Kozeretska_1_KA1_1,5,843,Denmark,55.945,10.213,15
Kozeretska,NS,2,YE,YE13,F,1,Kozeretska_2_YE13_1,17,843,Turkey,40.231,32.26,680
Kozeretska,NS,2,YE,YE13,F,1,Kozeretska_2_YE13_1,19,843,Turkey,40.231,32.26,680
Kozeretska,NS,1,YE,YE14,M,1,Kozeretska_1_YE14_1,5,843,Turkey,40.231,32.26,680
Ritchie,S,12,AK,AK4,M,1,Ritchie_12_AK4_1,902,843,Finland,61.1,23.52,88
Ritchie,S,6,GI,GI2,M,1,Ritchie_6_GI2_1,103,843,Spain,41.618,0.62,173
Ritchie,S,9,GI,GI3,M,3,Ritchie_9_GI3_3,245,843,Spain,41.618,0.62,173
Ritchie,S,7,KA,KA3,M,1,Ritchie_7_KA3_1,1322,843,Denmark,55.945,10.213,15
Ritchie,S,3,MU,MU1,M,1,Ritchie_3_MU1_1,1966,843,Germany,48.18,11.61,520
Ritchie,S,3,MU,MU1,M,2,Ritchie_3_MU1_2,1991,843,Germany,48.18,11.61,520
Ritchie,S,9,YE,YE14,M,1,Ritchie_9_YE14_1,676,843,Turkey,40.231,32.26,680
Ritchie,S,11,YE,YE15,M,2,Ritchie_11_YE15_2,772,843,Turkey,40.231,32.26,680
Ritchie,S,15,YE,YE19,M,2,Ritchie_15_YE19_2,853,843,Turkey,40.231,32.26,680
Posnien,S,1,GI,GI7,F,1,Posnien_1_GI7_1,4,842.913,Spain,41.618,0.62,173
Schmidt,NS,1,AK,AK5,F,1,Schmidt_1_AK5_1,7,842.66,Finland,61.1,23.52,88
Posnien,S,1,MA,MA3,F,1,Posnien_1_MA3_1,4,842.063,Austria,48.375,15.56,572
Posnien,S,1,YE,YE19,M,1,Posnien_1_YE19_1,10,842.063,Turkey,40.231,32.26,680
Ritchie,S,9,GI,GI3,M,3,Ritchie_9_GI3_3,239,842,Spain,41.618,0.62,173
Ritchie,S,4,KA,KA2,M,2,Ritchie_4_KA2_2,1261,842,Denmark,55.945,10.213,15
Ritchie,S,4,KA,KA2,M,2,Ritchie_4_KA2_2,1264,842,Denmark,55.945,10.213,15
Ritchie,S,7,KA,KA3,M,1,Ritchie_7_KA3_1,1316,842,Denmark,55.945,10.213,15
Ritchie,S,7,MA,MA6,M,3,Ritchie_7_MA6_3,1775,842,Austria,48.375,15.56,572
Ritchie,S,3,MU,MU1,M,3,Ritchie_3_MU1_3,2028,842,Germany,48.18,11.61,520
Ritchie,S,4,MU,MU2,M,2,Ritchie_4_MU2_2,2074,842,Germany,48.18,11.61,520
Ritchie,S,4,MU,MU2,M,2,Ritchie_4_MU2_2,2087,842,Germany,48.18,11.61,520
Posnien,S,1,GI,GI10,M,1,Posnien_1_GI10_1,10,841.397,Spain,41.618,0.62,173
Posnien,S,1,KA,KA7,F,1,Posnien_1_KA7_1,1,841.129,Denmark,55.945,10.213,15
Ritchie,S,9,AK,AK3,M,2,Ritchie_9_AK3_2,448,841,Finland,61.1,23.52,88
Ritchie,S,9,AK,AK3,M,2,Ritchie_9_AK3_2,450,841,Finland,61.1,23.52,88
Ritchie,S,12,AK,AK4,M,2,Ritchie_12_AK4_2,935,841,Finland,61.1,23.52,88
Ritchie,S,1,KA,KA1,M,3,Ritchie_1_KA1_3,1202,841,Denmark,55.945,10.213,15
Ritchie,S,10,KA,KA5,M,2,Ritchie_10_KA5_2,1426,841,Denmark,55.945,10.213,15
Ritchie,S,1,MA,MA3,M,1,Ritchie_1_MA3_1,1558,841,Austria,48.375,15.56,572
Ritchie,S,1,MA,MA3,F,2,Ritchie_1_MA3_2,1572,841,Austria,48.375,15.56,572
Ritchie,S,4,MU,MU2,M,1,Ritchie_4_MU2_1,2049,841,Germany,48.18,11.61,520
Posnien,S,1,GI,GI7,M,1,Posnien_1_GI7_1,1,840.617,Spain,41.618,0.62,173
Ritchie,S,9,AK,AK3,M,1,Ritchie_9_AK3_1,425,840,Finland,61.1,23.52,88
